-0.24916 0.02278 0.0 
-0.23125 0.0484 0.0 
-0.21156 0.05901 0.0 
-0.1915 0.06686 0.0 
-0.17124 0.07312 0.0 
-0.15085 0.07824 0.0 
-0.13036 0.08247 0.0 
-0.10981 0.08593 0.0 
-0.08921 0.08874 0.0 
-0.06857 0.09095 0.0 
-0.04792 0.09261 0.0 
-0.02725 0.09378 0.0 
-0.00659 0.09447 0.0 
0.01407 0.09472 0.0 
0.03472 0.09454 0.0 
0.05535 0.09396 0.0 
0.07596 0.093 0.0 
0.09654 0.09166 0.0 
0.11708 0.08997 0.0 
0.13759 0.08793 0.0 
0.15806 0.08555 0.0 
0.17816 0.08293 0.0 
0.19825 0.08011 0.0 
0.2183 0.07709 0.0 
0.23833 0.07388 0.0 
0.25832 0.07049 0.0 
0.27829 0.06692 0.0 
0.29823 0.06319 0.0 
0.31814 0.05928 0.0 
0.33802 0.05521 0.0 
0.35787 0.05098 0.0 
0.37768 0.0466 0.0 
0.39747 0.04206 0.0 
0.41722 0.03738 0.0 
0.43694 0.03254 0.0 
0.45662 0.02756 0.0 
0.47627 0.02244 0.0 
0.49589 0.01717 0.0 
0.51547 0.01175 0.0 
0.53501 0.0062 0.0 
0.55452 0.0005 0.0 
0.57399 -0.00533 0.0 
0.59342 -0.01131 0.0 
0.61281 -0.01743 0.0 
0.63216 -0.0237 0.0 
0.65147 -0.03011 0.0 
0.67074 -0.03667 0.0 
0.68996 -0.04337 0.0 
0.70914 -0.05023 0.0 
0.72828 -0.05723 0.0 
0.74736 -0.06439 0.0 
-0.22886 0.00033 0.0 
-0.20878 -0.0064 0.0 
-0.18876 -0.01076 0.0 
-0.1688 -0.0139 0.0 
-0.14887 -0.01631 0.0 
-0.12898 -0.01821 0.0 
-0.10912 -0.01976 0.0 
-0.08928 -0.02104 0.0 
-0.06946 -0.02213 0.0 
-0.04965 -0.02308 0.0 
-0.02987 -0.02392 0.0 
-0.01009 -0.0247 0.0 
0.00967 -0.02544 0.0 
0.02943 -0.02616 0.0 
0.04918 -0.02688 0.0 
0.06892 -0.02762 0.0 
0.08866 -0.02839 0.0 
0.10839 -0.0292 0.0 
0.12813 -0.03007 0.0 
0.14786 -0.031 0.0 
0.1676 -0.03196 0.0 
0.18735 -0.03289 0.0 
0.20711 -0.0338 0.0 
0.22688 -0.0347 0.0 
0.24666 -0.03559 0.0 
0.26646 -0.03649 0.0 
0.28627 -0.03739 0.0 
0.3061 -0.0383 0.0 
0.32594 -0.03922 0.0 
0.3458 -0.04016 0.0 
0.36567 -0.04112 0.0 
0.38556 -0.04211 0.0 
0.40547 -0.04312 0.0 
0.42539 -0.04417 0.0 
0.44533 -0.04524 0.0 
0.4653 -0.04635 0.0 
0.48528 -0.04749 0.0 
0.50528 -0.04866 0.0 
0.5253 -0.04987 0.0 
0.54534 -0.05112 0.0 
0.56541 -0.0524 0.0 
0.5855 -0.05371 0.0 
0.60561 -0.05506 0.0 
0.62575 -0.05644 0.0 
0.64591 -0.05786 0.0 
0.6661 -0.05931 0.0 
0.68631 -0.06078 0.0 
0.70656 -0.06229 0.0 
0.72684 -0.06381 0.0 
